frame,tick,round,health,armor,victim health,victim new health,victim armor,victim new armor,attacker steamid,attacker side,attacker team name,is attacker controlling bot,victim steamid,victim side,victim team name,is victim controlling bot,weapon name,weapon class,hitgroup,weapon unique id,match checksum
4252,3462,1,100,0,100,0,100,100,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,USP-S,pistol,1,01JSKM0D8MZP03MFQVP2AFMJK7,324954a3ba732f18
4252,3462,1,1,0,100,99,100,100,76561199063068840,2,Team B,0,76561198053126645,3,Team A,0,Flashbang,grenade,0,01JSKM0D8VCGFH14V48ER5X34W,324954a3ba732f18
4371,3561,1,75,0,100,25,0,0,76561198001151695,3,Team A,0,76561199063068840,2,Team B,0,Dual Berettas,pistol,1,01JSKM0D8XNAQGY0QN731VY6RG,324954a3ba732f18
4424,3609,1,18,0,25,7,0,0,76561198001151695,3,Team A,0,76561199063068840,2,Team B,0,Dual Berettas,pistol,2,01JSKM0D8XNAQGY0QN731VY6RG,324954a3ba732f18
4464,3639,1,7,0,7,0,0,0,76561198001151695,3,Team A,0,76561199063068840,2,Team B,0,Dual Berettas,pistol,2,01JSKM0D8XNAQGY0QN731VY6RG,324954a3ba732f18
4593,3756,1,20,7,100,80,100,93,76561198001151695,3,Team A,0,76561198176878303,2,Team B,0,Dual Berettas,pistol,2,01JSKM0D8XNAQGY0QN731VY6RG,324954a3ba732f18
4595,3758,1,100,0,100,0,100,100,76561198176878303,2,Team B,0,76561198001151695,3,Team A,0,Glock-18,pistol,1,01JSKM0D8QD8AXFWP0G0MH8VXZ,324954a3ba732f18
5291,4356,1,20,0,100,80,100,100,76561198150673360,3,Team A,0,76561198050250233,2,Team B,0,USP-S,pistol,1,01JSKM0D8KEYEX3CGB3V0DXBFN,324954a3ba732f18
6922,5803,1,100,0,100,0,0,0,76561198053126645,3,Team A,0,76561198013243326,2,Team B,0,USP-S,pistol,1,01JSKM0D8MZP03MFQVP2AFMJK7,324954a3ba732f18
7806,6573,1,98,0,99,1,100,100,76561198050250233,2,Team B,0,76561198053126645,3,Team A,0,Glock-18,pistol,1,01JSKM0D8JBFR3PA8GRP8XDVWD,324954a3ba732f18
7831,6598,1,1,6,1,0,100,94,76561198050250233,2,Team B,0,76561198053126645,3,Team A,0,Glock-18,pistol,4,01JSKM0D8JBFR3PA8GRP8XDVWD,324954a3ba732f18
8076,6818,1,80,0,80,0,100,100,76561198283989223,3,Team A,0,76561198050250233,2,Team B,0,USP-S,pistol,1,01JSKM0D8GXM3SAKDHED3DNZVS,324954a3ba732f18
8311,7025,1,1,0,100,99,100,100,76561198176878303,2,Team B,0,76561198283989223,3,Team A,0,Molotov,grenade,0,01JSKM0D8WEB7DR6QVZXM2F5SV,324954a3ba732f18
8434,7129,1,15,5,80,65,93,88,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,Dual Berettas,pistol,5,01JSKM0D8XNAQGY0QN71334JFK,324954a3ba732f18
8646,7319,1,11,6,100,89,100,94,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,Glock-18,pistol,2,01JSKM0D8QD8AXFWP0G0MH8VXZ,324954a3ba732f18
8745,7412,1,65,0,65,0,88,88,76561198283989223,3,Team A,0,76561198176878303,2,Team B,0,USP-S,pistol,1,01JSKM0D8GXM3SAKDHED3DNZVS,324954a3ba732f18
12040,9928,2,25,0,100,75,0,0,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,FAMAS,rifle,2,01JSKM0DJFKDE2RESW7WMZJAGG,324954a3ba732f18
12131,10001,2,19,0,75,56,0,0,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,FAMAS,rifle,7,01JSKM0DJFKDE2RESW7WMZJAGG,324954a3ba732f18
12136,10006,2,25,0,56,31,0,0,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,FAMAS,rifle,5,01JSKM0DJFKDE2RESW7WMZJAGG,324954a3ba732f18
12149,10018,2,25,0,31,6,0,0,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,FAMAS,rifle,2,01JSKM0DJFKDE2RESW7WMZJAGG,324954a3ba732f18
16485,13774,2,6,0,6,0,0,0,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,FAMAS,rifle,2,01JSKM0DJFKDE2RESW7WMZJAGG,324954a3ba732f18
16509,13794,2,100,6,100,0,100,94,76561198246607476,2,Team B,0,76561198150673360,3,Team A,0,Desert Eagle,pistol,1,01JSKM0DJRHFT5HHWM3RY8ZPGR,324954a3ba732f18
16620,13890,2,32,0,100,68,0,0,76561198283989223,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16638,13907,2,32,0,68,36,0,0,76561198283989223,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16646,13913,2,32,0,36,4,0,0,76561198283989223,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16648,13914,2,12,7,100,88,100,93,76561199063068840,2,Team B,0,76561198283989223,3,Team A,0,Glock-18,pistol,2,01JSKM0DHVN15D97JKBG4ST4MS,324954a3ba732f18
16652,13918,2,4,0,4,0,0,0,76561198283989223,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,1,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16658,13924,2,12,7,88,76,93,86,76561199063068840,2,Team B,0,76561198283989223,3,Team A,0,Glock-18,pistol,2,01JSKM0DHVN15D97JKBG4ST4MS,324954a3ba732f18
16670,13936,2,32,0,100,68,0,0,76561198283989223,3,Team A,0,76561199063068840,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16702,13962,2,32,0,68,36,0,0,76561198283989223,3,Team A,0,76561199063068840,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16712,13968,2,32,0,36,4,0,0,76561198283989223,3,Team A,0,76561199063068840,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16719,13974,2,4,0,4,0,0,0,76561198283989223,3,Team A,0,76561199063068840,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
16755,14000,2,27,0,100,73,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,3,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
16786,14026,2,28,0,73,45,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,3,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
16792,14031,2,22,0,45,23,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,2,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
16963,14180,2,50,28,100,50,100,72,76561198050250233,2,Team B,0,76561198001151695,3,Team A,0,Glock-18,pistol,1,01JSKM0DHS6VD8KRK57MB2AXNN,324954a3ba732f18
16971,14187,2,23,0,23,0,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,1,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
17112,14313,2,100,0,100,0,0,0,76561198283989223,3,Team A,0,76561198013243326,2,Team B,0,M4A4,rifle,1,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
20393,16693,3,1,0,100,99,100,100,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,Incendiary Grenade,grenade,0,01JSKM0DXEK3B9W12VBW6CXKXC,324954a3ba732f18
20410,16706,3,2,0,99,97,100,100,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,Incendiary Grenade,grenade,0,01JSKM0DXEK3B9W12VBW6CXKXC,324954a3ba732f18
20425,16719,3,3,0,97,94,100,100,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,Incendiary Grenade,grenade,0,01JSKM0DXEK3B9W12VBW6CXKXC,324954a3ba732f18
24221,19838,3,3,0,94,91,100,100,76561199063068840,2,Team B,0,76561198176878303,2,Team B,0,Molotov,grenade,0,01JSKM0DVP74SKWSR659381AAX,324954a3ba732f18
24680,20225,3,16,5,100,84,100,95,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,3,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
24689,20234,3,13,4,84,71,95,91,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,2,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
24691,20236,3,26,0,100,74,72,72,76561198050250233,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,7,01JSKM0DV9E291W6DT9KZ2A2SX,324954a3ba732f18
24694,20239,3,16,5,71,55,91,86,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,3,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
24698,20243,3,16,5,55,39,86,81,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,3,01JSKM0DHVN15D97JKBGGSD8HB,324954a3ba732f18
24698,20243,3,74,15,74,0,72,57,76561198050250233,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,1,01JSKM0DV9E291W6DT9KZ2A2SX,324954a3ba732f18
25624,21050,3,22,4,91,69,100,96,76561198283989223,3,Team A,0,76561198176878303,2,Team B,0,M4A4,rifle,5,01JSKM0DVP74SKWSR656DWH427,324954a3ba732f18
25627,21053,3,100,15,100,0,86,71,76561198176878303,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,1,01JSKM0DVARBKM1C035HGZJEGF,324954a3ba732f18
25989,21362,3,32,4,100,68,100,96,76561198013243326,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,3,01JSKM0DVQJWHHN5VAFA5BNHJ5,324954a3ba732f18
26003,21375,3,26,3,68,42,96,93,76561198013243326,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,2,01JSKM0DVQJWHHN5VAFA5BNHJ5,324954a3ba732f18
26009,21381,3,32,4,42,10,93,89,76561198013243326,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,3,01JSKM0DVQJWHHN5VAFA5BNHJ5,324954a3ba732f18
26034,21406,3,22,4,39,17,81,77,76561198150673360,3,Team A,0,76561198050250233,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
26052,21423,3,17,4,17,0,77,73,76561198150673360,3,Team A,0,76561198050250233,2,Team B,0,M4A4,rifle,2,01JSKM0DHS6VD8KRK57BGTYWVF,324954a3ba732f18
26068,21436,3,10,4,10,0,89,85,76561198013243326,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,3,01JSKM0DVQJWHHN5VAFA5BNHJ5,324954a3ba732f18
27311,22536,3,27,3,100,73,100,97,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0DVARBKM1C035HGZJEGF,324954a3ba732f18
27320,22542,3,27,3,73,46,97,94,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0DVARBKM1C035HGZJEGF,324954a3ba732f18
27327,22549,3,27,3,46,19,94,91,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0DVARBKM1C035HGZJEGF,324954a3ba732f18
27333,22555,3,19,3,19,0,91,88,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0DVARBKM1C035HGZJEGF,324954a3ba732f18
29799,24676,3,4,4,69,65,96,92,0,0,World,0,76561198176878303,2,Team B,0,C4,equipment,0,01JSKM0E9X3Y2YFEV1GNE1GZ85,324954a3ba732f18
33643,27548,4,13,4,100,87,92,88,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,MP9,smg,2,01JSKM0EAWCQHRPF5ZP2SWYNZX,324954a3ba732f18
33645,27550,4,27,3,100,73,100,97,76561198176878303,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,2,01JSKM0DVARBKM1C035HGZJEGF,324954a3ba732f18
33648,27553,4,54,18,87,33,88,70,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,MP9,smg,1,01JSKM0EAWCQHRPF5ZP2SWYNZX,324954a3ba732f18
33651,27556,4,27,3,73,46,97,94,76561198176878303,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,2,01JSKM0DVARBKM1C035HGZJEGF,324954a3ba732f18
33652,27557,4,13,4,33,20,70,66,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,MP9,smg,2,01JSKM0EAWCQHRPF5ZP2SWYNZX,324954a3ba732f18
33657,27562,4,13,4,20,7,66,62,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,MP9,smg,2,01JSKM0EAWCQHRPF5ZP2SWYNZX,324954a3ba732f18
33661,27566,4,7,4,7,0,62,58,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,MP9,smg,2,01JSKM0EAWCQHRPF5ZP2SWYNZX,324954a3ba732f18
33699,27598,4,34,4,46,12,94,90,76561198246607476,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,3,01JSKM0DV8Z0EH0VAEEJJG4DQ8,324954a3ba732f18
33707,27605,4,12,3,12,0,90,87,76561198246607476,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,2,01JSKM0DV8Z0EH0VAEEJJG4DQ8,324954a3ba732f18
33764,27649,4,23,4,100,77,100,96,76561198283989223,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,2,01JSKM0EAVK7YZRRDJNZZK8FD0,324954a3ba732f18
33774,27659,4,26,3,100,74,100,97,76561198050250233,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,5,01JSKM0EB2S9JPH7DZYPTFTE1X,324954a3ba732f18
33971,27820,4,23,5,77,54,96,91,76561198283989223,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,5,01JSKM0EAVK7YZRRDJNZZK8FD0,324954a3ba732f18
33979,27827,4,23,5,54,31,91,86,76561198283989223,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,2,01JSKM0EAVK7YZRRDJNZZK8FD0,324954a3ba732f18
34000,27844,4,28,6,31,3,86,80,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,3,01JSKM0EATGXAQBF4K0KTFYK6A,324954a3ba732f18
34002,27846,4,3,5,3,0,80,75,76561198283989223,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,5,01JSKM0EAVK7YZRRDJNZZK8FD0,324954a3ba732f18
34189,28001,4,21,4,100,79,100,96,76561198053126645,3,Team A,0,76561199063068840,2,Team B,0,M4A4,rifle,2,01JSKM0DJ24Z5W4Y8GWDQXB7Z2,324954a3ba732f18
35191,28877,4,27,3,100,73,100,97,76561198246607476,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,2,01JSKM0DV8Z0EH0VAEEJJG4DQ8,324954a3ba732f18
35198,28883,4,24,5,100,76,100,95,76561198001151695,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,5,01JSKM0EATGXAQBF4K0KTFYK6A,324954a3ba732f18
35208,28890,4,24,5,76,52,95,90,76561198001151695,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,5,01JSKM0EATGXAQBF4K0KTFYK6A,324954a3ba732f18
35208,28890,4,27,3,73,46,97,94,76561198246607476,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,2,01JSKM0DV8Z0EH0VAEEJJG4DQ8,324954a3ba732f18
35214,28896,4,27,3,46,19,94,91,76561198246607476,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,2,01JSKM0DV8Z0EH0VAEEJJG4DQ8,324954a3ba732f18
35221,28903,4,19,3,19,0,91,88,76561198246607476,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,2,01JSKM0DV8Z0EH0VAEEJJG4DQ8,324954a3ba732f18
35248,28926,4,30,6,52,22,90,84,76561198283989223,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,3,01JSKM0EAVK7YZRRDJNZZK8FD0,324954a3ba732f18
35251,28929,4,79,18,79,0,96,78,76561198053126645,3,Team A,0,76561199063068840,2,Team B,0,M4A4,rifle,1,01JSKM0DJ24Z5W4Y8GWDQXB7Z2,324954a3ba732f18
35255,28933,4,22,6,22,0,84,78,76561198283989223,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,3,01JSKM0EAVK7YZRRDJNZZK8FD0,324954a3ba732f18
37340,30755,4,100,16,100,0,100,84,76561198053126645,3,Team A,0,76561198013243326,2,Team B,0,AK-47,rifle,1,01JSKM0DV9E291W6DT9KZ2A2SX,324954a3ba732f18
42152,34450,5,10,6,100,90,100,94,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,HE Grenade,grenade,0,01JSKM0ENCFMJM0RBFXPPGD9C5,324954a3ba732f18
43680,35738,5,38,25,90,52,94,69,76561198001151695,3,Team A,0,76561198176878303,2,Team B,0,HE Grenade,grenade,0,01JSKM0EJE9MSJNK87EQRVMWWB,324954a3ba732f18
45275,37113,5,100,16,100,0,100,84,76561198176878303,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,1,01JSKM0DXKM882XEYMT1F9WY3X,324954a3ba732f18
45458,37264,5,21,0,100,79,100,100,76561198246607476,2,Team B,0,76561198016255205,3,Team A,0,Galil AR,rifle,7,01JSKM0DX35X45PKK67H5KZ0XS,324954a3ba732f18
45466,37270,5,22,3,79,57,100,97,76561198246607476,2,Team B,0,76561198016255205,3,Team A,0,Galil AR,rifle,2,01JSKM0DX35X45PKK67H5KZ0XS,324954a3ba732f18
45477,37281,5,100,15,100,0,100,85,76561198016255205,3,Team A,0,76561198246607476,2,Team B,0,AK-47,rifle,1,01JSKM0DV8Z0EH0VAEEJJG4DQ8,324954a3ba732f18
45648,37414,5,31,21,100,69,100,79,76561198176878303,2,Team B,0,76561198001151695,3,Team A,0,HE Grenade,grenade,0,01JSKM0EJPZG2BQXC2HTNXVW3D,324954a3ba732f18
45648,37414,5,6,4,100,94,100,96,76561198176878303,2,Team B,0,76561198150673360,3,Team A,0,HE Grenade,grenade,0,01JSKM0EJPZG2BQXC2HTNXVW3D,324954a3ba732f18
45904,37635,5,26,3,100,74,100,97,76561198176878303,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,2,01JSKM0DXKM882XEYMT1F9WY3X,324954a3ba732f18
45907,37638,5,52,15,52,0,69,54,76561198053126645,3,Team A,0,76561198176878303,2,Team B,0,AK-47,rifle,1,01JSKM0DVQJWHHN5VAFA5BNHJ5,324954a3ba732f18
48290,39757,5,26,3,94,68,96,93,76561198050250233,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,5,01JSKM0DVNRWK3A93M8X6SBTV2,324954a3ba732f18
48320,39784,5,82,17,100,18,100,83,76561198150673360,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,1,01JSKM0EJBZ5YQKBQS18SRHZ75,324954a3ba732f18
48325,39789,5,26,3,68,42,93,90,76561198050250233,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,4,01JSKM0DVNRWK3A93M8X6SBTV2,324954a3ba732f18
48326,39790,5,18,17,18,0,83,66,76561198150673360,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,1,01JSKM0EJBZ5YQKBQS18SRHZ75,324954a3ba732f18
48339,39803,5,30,6,100,70,100,94,76561198150673360,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,3,01JSKM0EJBZ5YQKBQS18SRHZ75,324954a3ba732f18
48339,39803,5,24,5,100,46,100,89,76561198001151695,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,2,01JSKM0EJ6T85SEY0B2D2KC5PM,324954a3ba732f18
49156,40505,5,27,3,74,47,97,94,76561198013243326,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,5,01JSKM0EJAN0NQ592JW7XBX4HV,324954a3ba732f18
49164,40512,5,27,3,47,20,94,91,76561198013243326,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,5,01JSKM0EJAN0NQ592JW7XBX4HV,324954a3ba732f18
49170,40518,5,27,3,100,73,100,97,76561198053126645,3,Team A,0,76561198013243326,2,Team B,0,AK-47,rifle,2,01JSKM0DVQJWHHN5VAFA5BNHJ5,324954a3ba732f18
49653,40937,5,1,0,20,19,91,91,76561198013243326,2,Team B,0,76561198053126645,3,Team A,0,HE Grenade,grenade,0,01JSKM0EJCNHEZ8JD3T817AVX4,324954a3ba732f18
49674,40956,5,19,36,19,0,91,55,76561198013243326,2,Team B,0,76561198053126645,3,Team A,0,HE Grenade,grenade,0,01JSKM0EJCNHEZ8JD3T817AVX4,324954a3ba732f18
50148,41358,5,24,5,73,49,97,92,76561198150673360,3,Team A,0,76561198013243326,2,Team B,0,M4A1,rifle,5,01JSKM0EJBZ5YQKBQS18SRHZ75,324954a3ba732f18
50150,41360,5,42,1,42,0,90,89,76561199063068840,2,Team B,0,76561198150673360,3,Team A,0,AWP,sniper,2,01JSKM0EJGG6G9S349YJ7PGNDW,324954a3ba732f18
50289,41474,5,69,1,69,0,79,78,76561199063068840,2,Team B,0,76561198001151695,3,Team A,0,AWP,sniper,2,01JSKM0EJGG6G9S349YJ7PGNDW,324954a3ba732f18
50779,41914,5,57,1,57,0,97,96,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,AWP,sniper,3,01JSKM0EJGG6G9S349YJ7PGNDW,324954a3ba732f18
54087,44307,6,25,16,100,75,100,84,76561198053126645,3,Team A,0,76561198176878303,2,Team B,0,HE Grenade,grenade,0,01JSKM0F04N217S5T28X8S14GJ,324954a3ba732f18
58950,48481,6,56,18,100,44,100,82,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,MP9,smg,1,01JSKM0EZYP3HEKCKKP2MH6M23,324954a3ba732f18
58951,48482,6,44,18,44,0,82,64,76561198150673360,3,Team A,0,76561198246607476,2,Team B,0,MP9,smg,1,01JSKM0F01HVDN092Q8TPDF91S,324954a3ba732f18
58977,48504,6,50,16,100,50,100,84,76561198150673360,3,Team A,0,76561198050250233,2,Team B,0,MP9,smg,1,01JSKM0F01HVDN092Q8TPDF91S,324954a3ba732f18
58986,48511,6,27,3,100,73,100,97,76561198050250233,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,2,01JSKM0EJAN0NQ592JW7XBX4HV,324954a3ba732f18
58990,48515,6,27,3,100,73,100,97,76561198176878303,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,5,01JSKM0F09CJ9T68W0KD8A6ABE,324954a3ba732f18
58994,48518,6,27,3,73,46,97,94,76561198050250233,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,5,01JSKM0EJAN0NQ592JW7XBX4HV,324954a3ba732f18
58994,48518,6,15,2,73,58,97,95,76561198050250233,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,2,01JSKM0EJAN0NQ592JW7XBX4HV,324954a3ba732f18
58995,48519,6,50,5,50,0,84,79,76561198283989223,3,Team A,0,76561198050250233,2,Team B,0,Desert Eagle,pistol,1,01JSKM0F07V6K18C0KKCVWG6ZV,324954a3ba732f18
59005,48528,6,26,0,46,20,94,94,76561198176878303,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,7,01JSKM0F09CJ9T68W0KD8A6ABE,324954a3ba732f18
59022,48542,6,40,1,75,35,84,83,76561198283989223,3,Team A,0,76561198176878303,2,Team B,0,Desert Eagle,pistol,5,01JSKM0F07V6K18C0KKCVWG6ZV,324954a3ba732f18
59069,48579,6,20,3,20,0,94,91,76561198176878303,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,3,01JSKM0F09CJ9T68W0KD8A6ABE,324954a3ba732f18
59157,48659,6,14,4,100,86,89,85,76561198053126645,3,Team A,0,76561199063068840,2,Team B,0,MP9,smg,3,01JSKM0EZYP3HEKCKKP2MH6M23,324954a3ba732f18
59271,48748,6,1,0,100,99,100,100,76561198176878303,2,Team B,0,76561198053126645,3,Team A,0,Molotov,grenade,0,01JSKM0F0CRAPF9W6ZWDBZV8YV,324954a3ba732f18
59287,48761,6,2,0,99,97,100,100,76561198176878303,2,Team B,0,76561198053126645,3,Team A,0,Molotov,grenade,0,01JSKM0F0CRAPF9W6ZWDBZV8YV,324954a3ba732f18
59295,48766,6,1,1,35,34,83,82,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,HE Grenade,grenade,0,01JSKM0DHVN15D97JKB3ZJ3YR3,324954a3ba732f18
59334,48804,6,13,4,100,87,92,88,76561198001151695,3,Team A,0,76561198013243326,2,Team B,0,MP9,smg,2,01JSKM0F00501XCX0828M8R89D,324954a3ba732f18
59338,48808,6,13,4,87,74,88,84,76561198001151695,3,Team A,0,76561198013243326,2,Team B,0,MP9,smg,2,01JSKM0F00501XCX0828M8R89D,324954a3ba732f18
59344,48813,6,13,4,74,61,84,80,76561198001151695,3,Team A,0,76561198013243326,2,Team B,0,MP9,smg,4,01JSKM0F00501XCX0828M8R89D,324954a3ba732f18
59357,48826,6,13,4,61,48,80,76,76561198001151695,3,Team A,0,76561198013243326,2,Team B,0,MP9,smg,2,01JSKM0F00501XCX0828M8R89D,324954a3ba732f18
59377,48846,6,27,3,100,73,100,97,76561198013243326,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,2,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
59390,48858,6,34,4,73,39,97,93,76561198013243326,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,3,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
59400,48867,6,13,4,48,35,76,72,76561198001151695,3,Team A,0,76561198013243326,2,Team B,0,MP9,smg,5,01JSKM0F00501XCX0828M8R89D,324954a3ba732f18
59404,48871,6,13,4,35,22,72,68,76561198001151695,3,Team A,0,76561198013243326,2,Team B,0,MP9,smg,5,01JSKM0F00501XCX0828M8R89D,324954a3ba732f18
59404,48871,6,39,15,39,0,93,78,76561198013243326,2,Team B,0,76561198001151695,3,Team A,0,AK-47,rifle,1,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
59458,48916,6,22,6,22,0,68,62,76561198016255205,3,Team A,0,76561198013243326,2,Team B,0,M4A1,rifle,3,01JSKM0EZXY9KSQR1R5Q1QB88K,324954a3ba732f18
60282,49632,6,12,2,86,74,85,83,76561198016255205,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,2,01JSKM0EZXY9KSQR1R5Q1QB88K,324954a3ba732f18
60713,49986,6,1,0,100,99,100,100,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,Molotov,grenade,0,01JSKM0EZJCYMJBADRMNMT481T,324954a3ba732f18
60726,49999,6,2,0,99,97,100,100,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,Molotov,grenade,0,01JSKM0EZJCYMJBADRMNMT481T,324954a3ba732f18
60735,50008,6,24,5,74,50,83,78,76561198016255205,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,2,01JSKM0EZXY9KSQR1R5Q1QB88K,324954a3ba732f18
60739,50012,6,3,0,97,94,100,100,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,Molotov,grenade,0,01JSKM0EZJCYMJBADRMNMT481T,324954a3ba732f18
60742,50015,6,24,5,50,26,78,73,76561198016255205,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,2,01JSKM0EZXY9KSQR1R5Q1QB88K,324954a3ba732f18
